id,movieid,imdbid,kewords,synopsis
84191,1329,71233,count  virgin  italy  coffin  vampire  dracula  communist  drink  servant  marriage  wooden-stake  blood  costume-horror  thinness  starving  gothic-horror  sister-sister-incest  lesbian-incest  brute  scream  makeup  dying-hair  lipstick  stuffed-bird  c,Count Dracula Udo Kier and his renfield Anton Arno Juerging travel to Italy in search of a virgin's blood They are invited to stay at the di Fiori estate where there are four unmarried girls Perhaps the Count will choose one of them Highly unlikely The tw
84192,1672,119978,lawyer  insurance-company  courtroom  underdog  domestic-violence  abused-wife  marital-abuse  law  insurance  judicial  courtroom-drama  bar  attorney  leukemia  judicial-system  oath  justice  movie-theater  christmas  christmas-tree  bare-chested-male,Rudy Baylor Damon is a graduate of the University of Memphis Law School Unlike most of his fellow grads  he has no high-paying job lined up and is forced to apply for part-time positions while serving drinks at a Memphis barDesperate for a job  he relucta
84194,1673,118749,1970s  porn-industry  san-fernando-valley-california  adult-entertainment-industry  nightclub  big-penis  based-on-short-film  long-take  mother-figure  woman-on-rollerskates  critically-acclaimed  pleasure  adult-filmmaking  porn-star  actor  pornography,The movie opens in the year 1977 in the San Fernando Valley neighborhood of Los Angeles Jack Horner Burt Reynolds  a film director  and Amber Waves Julianne Moore  his part-time girlfriendactress  enter a club owned by Maurice Rodrguez Luis Guzmn Maurice
84195,1382,100114,drugs  jamaican  dea  jamaica  murder  death  drug-dealer  dea-agent  shootout  action-noir  nipples  female-rear-nudity  female-frontal-nudity  breasts  suburbia  grindhouse  gangsta  gang  pistol  suburb  shooting-a-police-officer  murder-of-a-police-of,Chicago DEA agent John Hatcher Seagal has just returned from Colombia  where his partner Chico Richard Delmonte was killed in a confrontation with drug dealers  and John killed the dealers who killed Chico As a result of Chico's death  John has decided to
84199,1633,120402,beekeeper  dysfunctional-family  tied-to-a-chair  man-with-glasses  bound-and-gagged  drug-withdrawal  rural-florida  bee  money  dog  sheriff  convict  swamp  gun  prison  hospital  orlando-florida  drugs  nurse  knife-wound  beehive  grandfather  honey,Ulee Jackson Peter Fonda is a widowed Florida beekeeper whose son Jimmy Tom Wood is in prison following a botched robbery Jimmy's wife Helen Christine Dunford has abandoned their two daughters and is living somewhere in Orlando Ulee's stubborn independenc
84200,1356,117731,borg  captain  back-in-time  24th-century  warp-speed  cube  alien  borg-queen  borg-sphere  borg-cube  21st-century  sphere  first-contact  nuclear-missile  alternate-timeline  alternate-history  post-thermonuclear-war  handheld-phaser  earth-orbit  phas,Captain Jean-Luc Picard awakens from a nightmare in which he relived his assimilation by the cybernetic Borg six years earlier previously shown in the television episode The Best of Both Worlds He is contacted by Admiral Hayes  who informs him of a new Bo
84204,1648,119324,john-f-kennedy  thanksgiving  reenactment  dark-comedy  white-house  playing-piano  pearl-necklace  archive-footage  hair-covering-face  hair-brush  extreme-closeup  duet  candle  family-relationships  brother-sister-relationship  brother-sister-incest  d,On Thanksgiving Day  1983  Georgetown college student Marty Pascal Josh Hamilton brings his fiance  Lesly Tori Spelling  home to his family's large estate located in McLean  Virginia to meet them for the first time Marty is obviously nervous and hesitant
84205,1573,119094,face-transplant  death-of-child  face  prison  terrorist  maximum-security-prison  one-man-army  arch-villain  nemesis  carousel  murder  child-murder  death-of-son  title-spoken-by-character  bomb  fbi  revenge  criminal  fbi-agent  death  coma  hero  es,September 1991In a flashback  FBI Special Agent Sean Archer John Travolta is taking his six year old son Michael for a ride on the Griffith Park carousel in downtown Los Angeles As they ride around  Archer runs his hand over Michael's face and smilesMeanw
,,,Dubov is weakened by his wounds His grip slips and he falls to his death Walton fires up at Archer,but is stopped when Burke Hicks and a couple other inmates surround him and apparently beat him to death
,,,a helicopter appears Archer runs and jumps off the edge of the helicopter platform as the gunner opens fire on him Archer lands on the next deck down,and runs for the edge
,,,he asks to see the body When he's told it has not been recovered,Castor realizes that Archer is alive and will be coming for him
,,,he steals a car from a valet parking lot,then drives over to the hospital where Eve works He makes a call from the car phone and tries to warn Eve about Castor However
,,,then delighted upon seeing Archer-as-Castor He invites Archer in and takes him upstairs to the second floor of the apartment,where several of Castor's old buddies and their girlfriends are hanging out They all are pleased to see Castor
,,,a money clip,and two gold-plated pistols identical to the ones Castor was utilizing during the earlier shootout with Archer when they both had their original faces He takes a moment to pick up the pistols to see how they feel and forces himself to take drug-laced wate
,,,Archer explains that he sleeps with Castor's wife As to what he plans to do once he abducts Castor,Archer claims he wants to take Castor's faceoff and stick it on himself Naturally
,,,and is interrupted by the arrival of Sasha She glowers at him as he turns around,a slasher-style grin frozen on his face He insists that he is not dead
,,,walks over to the window and sees Jamie's boyfriend Karl Danny Masterson pulling up in the driveway with Jamie in tow As Jamie prepares to get out of the car,Karl attempts to advance on her She turns him down
,,,has outwardly blamed Archer for not doing a better job in protecting their family and has mistrusted him since As consolation,and not wanting to see Jamie get hurt
,,,and mistakenly addresses her as Eve Realizing she's not Eve,he bolts awake and instinctively grabs one of his pistols Sasha takes off Archer's pants and tries to make advances on him Archer naturally freaks out Unbeknownst to either of them
,,,something the real Castor has never had knowledge of He immediately begins to regret threatening her,realizing that Sasha is just a single mother struggling to raise Adam to avoid a criminal life
,,,and also learns that Sasha has kept the fact that Adam is Castor's son a secret,fearing someone would hurt Adam to get to Castor Sasha encourages Adam to meet his father Archer puts his hand on Adam's face and immediately has a flashback
,,,Dietrich raises a shotgun and shoots him As another agent fires a submachine gun from the roof,Archer grabs Adam and he and Sasha rush into the other room Another SWAT officer rappels through the side window One thug covers Archer
,,,dead,just feet from where Archer and Sasha have taken cover Archer is shocked to see one of his own colleagues die in front of him Sasha grabs the officer's submachine gun and she and Archer start to run As several more of Castor's men burst in
,,,but Archer raises a pistol and shoots him in the knee,knocking him down
,,,wearing a balaclava,corners them with a pistol She promptly kicks him and disarms him Buzz climbs to his feet and prepares to fire on Sasha
,,,Dietrich notices and quickly moves in the way just as Castor fires The bullet hits Dietrich in the side of his neck Clutching the wound with his right hand,he tells Sasha to run and exchanges a quick kiss on the cheek before she goes Archer arrives
,,,Archer spots Castor running in the opposite direction,spins around
,,,a bullet hitting him in the side The two continue to exchange fire until Loomis arrives with a Commando rifle in hand Loomis fires on Archer,driving Archer up the stairway and sending Castor diving for cover
,,,Archer slams into him,sending Pollux flying before crashing through the skylight Down below
,,,he asks him why he is shedding tears for the likes of Pollux Troy Castor snaps with rage,raises his pistol and promptly shoots Loomis in the face Castor then takes notice of Pollux's untied shoelaces In brotherly fashion
,,,then sits down in his office chair to brood about Pollux's death Seconds later,an agitated Lazarro comes in to inform him that after the unnecessary carnage from his shootout with Archer at Dietrich's apartment
,,,narrowly avoiding the police officers that Castor has had placed outside to watch for him,and enters as Eve is coming out of the shower Eve naturally does not take it easily seeing her husband's worst enemy's face
,,,she puts a couple of blood drops onto a plate and runs it through a hemoglobin test She gasps as the results come back that say her sample is AB-,meaning she has been sleeping with Castor Just then
,,,as Castor will be at Lazarro's funeral Archer tells Eve to get herself and Jamie away from Castor as soon as possible Eve is not sure,as she can handle an excuse for Jamie
,,,he took it personally and advises him to either kill himself or let it go Archer tells him no father would let go until the one responsible paid for it with his life Castor replies neither would a brother Sasha retorts not even a sister and gives Archer a,everyone is engaged in a Mexican standoff A gunfight then ensues in which Sasha and all of Castor's minions are killed Having taken a bullet to save Archer
,,,and wounds him in the shoulder,allowing the real Castor to break free He takes Jamie as his hostage and licks her face as he mentions peaches However
,,,but he tells her that she made the right decison because her bullet actually disloged the vocal microphone that turned his voice into Castor's He is proud of the way she stood up to Castor when she stabbed him on his leg Soon after,he brings Adam Hassler
